 ,Area,Mean,Min,Max,Slice
718,306,4220.042,3392,5364,1
719,324,4384.852,3382,5373,1
720,490,6267.080,3422,8555,1
721,318,4012.346,3383,5224,1
722,458,6345.581,3389,8813,1
723,319,4157.602,3389,5722,1
724,296,4459.669,3399,5685,1
725,242,5784.463,3393,8068,1
726,324,4408.880,3382,5411,1
727,295,4789.942,3401,6984,1
728,420,6840.829,3392,12306,1
729,464,6636.892,3429,9535,1
730,269,4605.606,3396,5988,1
731,319,5824.890,3382,8194,1
732,461,6089.512,3415,7936,1
733,407,4905.865,3413,6632,1
734,310,3905.026,3388,4693,1
735,320,4427.172,3390,5637,1
736,325,4336.009,3387,5634,1
737,460,4818.165,3384,6570,1
738,254,5683.224,3393,7791,1
739,309,4525.379,3384,5987,1
740,305,4280.184,3396,5565,1
741,308,4495.318,3400,5824,1
742,318,4215.613,3394,5283,1
743,307,4789.909,3388,6040,1
744,321,5781.757,3417,8066,1
745,328,4270.573,3386,5652,1
746,310,5123.423,3392,7267,1
747,283,4861.989,3408,6228,1
748,354,4692.554,3383,6464,1
749,303,4521.261,3385,5736,1
750,408,6414.765,3392,9140,1
751,286,5018.500,3388,6229,1
752,454,5949.681,3385,7883,1
753,294,4805.548,3388,6369,1
754,186,7789.188,3384,13545,1
755,288,4478.500,3390,5689,1
756,274,5018.142,3401,6535,1
757,362,4640.616,3391,6103,1
758,301,4587.983,3387,5659,1
759,327,4867.872,3398,6241,1
760,323,4222.099,3384,5108,1
761,352,4702.051,3400,6068,1
762,331,4357.870,3400,5640,1
763,285,5721.993,3383,8482,1
764,280,5214.993,3403,6953,1
765,442,4566.747,3383,5736,1
766,459,5795.434,3395,8408,1
767,307,4372.573,3383,5395,1
768,322,5606.012,3383,8316,1
769,282,4798.131,3386,5956,1
770,329,4329.605,3407,5656,1
771,199,7311.990,3419,10845,1
772,274,5316.555,3412,6859,1
773,276,5914.094,3396,8717,1
774,293,4737.468,3387,6743,1
775,435,7386.326,3476,13667,1
776,283,4575.025,3383,6004,1
777,343,5416.015,3395,7555,1
778,292,5032.812,3389,6772,1
779,308,4524.971,3408,5999,1
780,345,4899.736,3395,6618,1
781,351,4537.661,3413,5617,1
782,489,5136.524,3382,6780,1
783,318,5514.613,3439,7220,1
784,402,4723.211,3400,6365,1
785,486,6486.747,3394,9050,1
786,275,5241.244,3386,7412,1
787,372,4442.368,3389,5408,1
788,285,5065.189,3395,7162,1
789,354,4218.393,3389,5654,1
790,295,4556.441,3398,5809,1
791,250,4038.976,3390,4791,1
792,492,5612.707,3427,7635,1
793,439,6376.100,3416,8909,1
794,336,5429.077,3399,7071,1
795,294,3938.187,3390,5000,1
796,377,4502.886,3388,5704,1
797,293,4374.164,3398,5753,1
798,301,4755.927,3399,6625,1
799,285,4006.639,3384,4854,1
800,354,4325.133,3383,5721,1
801,490,4428.229,3395,5627,1
802,325,3947.034,3383,4763,1
803,467,6696.167,3413,9864,1
804,489,6466.548,3424,9420,1
805,319,4472.498,3428,5691,1
806,308,4379.614,3387,5447,1
807,317,4425.937,3390,5967,1
808,294,4718.228,3404,5940,1
809,324,4143.460,3392,5589,1
810,436,4508.553,3382,5892,1
811,315,4379.705,3385,5805,1
812,474,6691.426,3399,9318,1
813,391,7972.560,3387,11677,1
814,382,4618.387,3386,6101,1
815,311,4545.193,3387,6295,1
816,303,4133.710,3388,5419,1
817,497,6542.885,3394,11844,1
818,296,4540.422,3401,5757,1
819,311,5406.331,3398,7977,1
820,440,5198.398,3446,7007,1
821,331,4170.015,3388,5218,1
822,302,4679.563,3386,6157,1
823,408,7766.605,3392,10954,1
824,292,4960.288,3386,6653,1
825,325,4197.797,3383,5771,1
826,207,6927.826,3400,10714,1
827,304,4530.184,3424,5561,1
828,474,4565.371,3387,5902,1
829,433,3885.855,3394,4621,1
830,308,4671.607,3386,5965,1
831,464,6389.058,3385,8917,1
832,353,4074.720,3387,5385,1
833,465,4606.802,3382,6464,1
834,354,4118.641,3391,5147,1
835,313,4640.725,3404,5935,1
836,302,4843.874,3393,6215,1
837,312,4777.061,3402,6494,1
838,306,4870.157,3395,6733,1
839,343,4661.327,3387,6015,1
840,349,4616.779,3398,6060,1
841,305,4667.046,3391,6288,1
842,383,4070.399,3382,4957,1
843,339,4065.835,3385,5429,1
844,183,7101.213,3426,11228,1
845,299,3841.124,3385,4747,1
846,348,5168.118,3384,6834,1
847,280,3883.236,3383,4663,1
848,323,4143.947,3391,5245,1
849,290,5131.514,3389,7375,1
850,304,4051.628,3387,5004,1
851,309,4625.217,3405,6152,1
852,387,4206.457,3383,5248,1
853,299,4898.120,3402,6542,1
854,373,4442.753,3397,5967,1
855,249,6036.574,3426,8194,1
856,229,6698.646,3400,9479,1
857,214,6946.187,3394,10538,1
858,294,5591.779,3390,7915,1
859,441,4585.179,3388,6141,1
860,309,4373.453,3384,5548,1
861,461,5370.386,3389,7577,1
862,318,4411.701,3393,5654,1
863,294,4851.350,3395,6893,1
864,321,4205.586,3395,5128,1
865,357,5375.345,3435,7763,1
866,311,4439.363,3389,5725,1
867,326,4241.847,3389,5402,1
868,324,4213.383,3385,5421,1
869,326,5428.239,3386,7610,1
870,421,4162.287,3385,5444,1
871,372,4424.664,3385,5631,1
872,321,5292.262,3393,7320,1
873,331,3877.785,3383,4703,1
874,308,4688.393,3395,6466,1
875,325,4371.658,3399,5980,1
876,305,4847.869,3383,6309,1
877,327,3966.239,3384,4905,1
878,441,8215.435,3410,15014,1
879,290,4009.590,3382,5157,1
880,338,5472.849,3395,7362,1
881,308,4512.448,3383,5968,1
882,323,3990.653,3385,4925,1
883,289,5056.557,3453,6684,1
884,382,4876.309,3445,7365,1
885,386,3900.171,3383,5063,1
886,312,4105.054,3389,5450,1
887,321,4268.115,3396,5761,1
888,182,8286.742,3384,13694,1
889,469,5384.629,3389,7099,1
890,327,5173.602,3390,7114,1
891,332,4021.566,3383,4885,1
892,292,4989.418,3405,6765,1
893,346,4252.361,3383,5251,1
894,489,4673.967,3383,5937,1
895,328,4603.308,3406,6215,1
896,348,4377.618,3393,5818,1
897,326,4954.199,3395,6655,1
898,464,5515.267,3385,7914,1
899,295,4723.210,3387,6475,1
900,236,6368.242,3428,8876,1
901,361,6264.784,3393,8823,1
902,333,4073.120,3405,5103,1
903,434,6890.306,3420,9336,1
904,428,6723.215,3382,9532,1
905,341,5064.534,3389,6815,1
906,323,4420.043,3390,5831,1
907,455,6529.396,3383,10226,1
908,303,4178.670,3383,5393,1
909,307,4232.495,3383,5784,1
910,283,5238.597,3443,6885,1
911,314,5524.475,3387,7601,1
912,333,4041.324,3384,5440,1
913,268,5666.925,3402,7770,1
914,484,5614.079,3404,7566,1
915,456,6625.689,3422,8950,1
916,316,4205.123,3388,5431,1
917,287,5446.648,3420,7520,1
918,307,4612.020,3383,6616,1
919,324,5583.994,3382,7479,1
920,455,4488.679,3387,5654,1
921,330,4195.709,3387,5696,1
922,289,5037.495,3433,6829,1
923,411,7806.046,3390,11189,1
924,466,6864.129,3383,19824,1
925,460,3954.465,3382,4945,1
926,333,4079.736,3389,5132,1
927,302,4590.748,3390,6433,1
928,389,8060.177,3389,12291,1
929,356,5797.860,3421,7776,1
930,454,6382.934,3424,9194,1
931,332,5037.190,3401,7238,1
932,485,6118.571,3395,15038,1
933,441,6373.066,3390,9594,1
934,332,5414.470,3394,7663,1
935,321,5275.134,3385,6964,1
936,366,4241.954,3383,5158,1
937,406,4299.584,3387,5361,1
938,411,4528.338,3385,5726,1
939,470,7175.655,3391,10362,1
940,271,5337.491,3417,7035,1
941,303,4585.079,3393,5824,1
942,495,4289.853,3386,5435,1
943,289,5039.713,3402,6635,1
944,299,3685.221,3385,4490,1
945,327,5675.208,3400,7784,1
946,304,4422.586,3386,5487,1
947,280,4938.229,3389,6702,1
948,339,4862.714,3390,6826,1
949,452,6711.042,3410,9511,1
950,494,5595.158,3384,7808,1
951,456,6764.173,3395,10458,1
952,306,4554.422,3387,6046,1
953,414,6053.556,3505,8245,1
954,472,6827.337,3402,9964,1
955,332,4396.482,3385,6245,1
956,406,8509.404,3398,15347,1
957,366,5232.036,3388,6888,1
958,323,4007.978,3387,5069,1
959,467,5150.895,3389,6994,1
960,356,4409.205,3387,5828,1
961,290,4651.948,3384,6217,1
962,305,4923.616,3400,6365,1
963,493,7577.241,3382,11601,1
964,336,4041.238,3387,5201,1
965,399,5714.316,3420,7724,1
966,312,4016.256,3384,4865,1
967,312,4183.138,3386,5446,1
968,271,4980.520,3402,6162,1
969,494,6257.947,3414,8404,1
970,367,5255.907,3400,7582,1
971,461,6289.464,3385,8633,1
972,322,5413.466,3409,7262,1
973,341,5116.434,3393,6902,1
974,435,6805.676,3450,9964,1
975,416,4618.565,3413,6587,1
976,480,6453.685,3392,8945,1
977,363,4147.592,3383,5331,1
978,309,4583.362,3384,5936,1
979,425,4927.546,3388,6828,1
980,306,4222.131,3408,5212,1
981,316,4156.373,3398,5359,1
982,318,4369.469,3388,5506,1
983,293,3906.522,3384,4674,1
984,458,6387.245,3404,8652,1
985,347,4146.274,3389,5185,1
986,460,7207.746,3412,10209,1
987,190,7905.458,3410,12040,1
988,475,6706.907,3419,9786,1
989,400,4565.752,3404,6071,1
990,372,4706.645,3399,6348,1
991,188,7665.117,3444,11455,1
992,282,4818.986,3389,6749,1
993,450,6488.780,3383,9336,1
994,296,4870.926,3404,6802,1
995,311,5211.505,3399,6627,1
996,317,4115.375,3386,5011,1
997,287,5022.686,3383,6972,1
998,370,6216.246,3382,9216,1
999,469,8172.399,3383,12455,1
1000,287,5093.533,3394,6384,1
1001,198,7629.798,3436,12021,1
1002,435,4702.248,3383,6492,1
1003,306,4994.284,3392,6643,1
1004,271,3895.982,3386,4791,1
1005,295,5579.949,3469,7403,1
1006,282,5732.096,3382,7743,1
1007,296,4808.034,3389,6855,1
1008,378,4547.476,3387,5743,1
1009,463,6666.302,3394,9587,1
1010,361,4592.175,3388,6236,1
1011,436,5553.163,3428,7613,1
1012,320,4595.331,3407,6296,1
1013,420,7195.783,3386,10976,1
1014,377,4049.753,3384,5460,1
1015,262,4901.500,3393,6312,1
1016,426,6982.401,3416,10227,1
1017,258,5098.023,3390,6726,1
1018,272,5733.147,3465,7646,1
1019,466,4622.627,3385,5855,1
1020,332,5405.654,3402,8265,1
1021,370,4474.932,3384,5631,1
1022,271,5036.886,3422,6565,1
1023,318,4405.421,3387,5974,1
1024,444,4317.428,3390,5470,1
1025,470,6559.526,3399,9881,1
1026,409,9365.328,3394,17530,1
1027,274,5064.814,3420,7660,1
1028,267,5100.970,3414,6754,1
1029,388,6231.866,3394,8715,1
1030,344,5339.971,3382,7060,1
1031,496,7553.730,3426,11114,1
1032,346,4690.829,3382,6853,1
1033,291,4313.546,3386,5536,1
1034,341,4490.411,3389,5722,1
1035,262,4990.046,3398,6735,1
1036,307,3952.391,3396,4930,1
1037,353,5686.028,3386,7427,1
1038,160,10005.237,3390,20161,1
1039,305,5365.036,3397,6932,1
1040,251,5509.239,3417,7368,1
1041,315,5631.902,3396,7748,1
1042,308,6242.468,3408,9166,1
1043,359,5518.663,3403,7983,1
1044,241,5579.813,3428,7716,1
1045,301,4413.066,3384,5772,1
1046,292,4934.521,3383,6667,1
1047,379,4255.673,3393,5497,1
1048,276,3938.707,3383,4912,1
1049,350,9558.734,3384,20960,1
1050,366,10396.202,3397,19458,1
1051,316,4735.285,3383,6102,1
1052,405,4047.570,3388,5132,1
1053,474,4886.764,3384,6962,1
1054,359,5541.198,3399,7936,1
1055,436,5967.794,3382,7929,1
1056,430,7399.960,3403,13783,1
1057,310,4199.861,3408,5797,1
1058,497,6869.537,3405,9497,1
1059,260,5496.227,3394,7458,1
1060,211,8777.000,3386,14263,1
1061,431,5934.608,3471,8662,1
1062,465,5000.394,3384,6921,1
1063,275,5176.102,3392,7304,1
1064,356,5533.261,3444,7538,1
1065,272,5406.408,3407,7091,1
1066,391,11128.788,3390,31884,1
1067,174,8226.557,3383,13631,1
1068,354,10501.110,3385,25155,1
1069,185,7785.962,3401,14416,1
1070,300,4331.293,3387,5813,1
1071,315,6254.460,3384,8705,1
1072,280,5112.286,3408,6997,1
1073,377,4279.257,3386,5590,1
1074,464,7120.623,3443,10412,1
1075,202,9201.851,3386,16982,1
1076,439,6908.191,3387,9646,1
1077,286,4356.388,3382,5408,1
1078,419,4579.788,3399,6348,1
1079,496,5805.710,3382,9178,1
1080,401,4455.656,3382,5743,1
1081,402,6391.634,3454,9850,1
1082,280,5029.971,3393,6670,1
1083,283,4184.544,3383,5271,1
1084,243,5514.173,3392,8134,1
1085,364,5321.909,3413,7615,1
1086,410,4930.849,3384,6921,1
1087,484,6134.048,3432,8837,1
1088,442,4870.305,3397,6268,1
1089,302,4481.106,3385,5705,1
1090,497,5931.909,3397,8084,1
1091,377,5980.870,3387,8428,1
1092,287,4924.540,3417,6641,1
1093,408,4702.880,3386,6426,1
1094,255,5412.616,3464,7576,1
1095,410,5917.907,3383,8566,1
1096,291,10538.601,3407,22338,1
1097,280,4649.825,3399,6077,1
1098,275,4834.735,3399,6430,1
1099,355,11200.524,3384,33414,1
1100,294,4784.738,3395,6373,1
1101,266,4741.902,3388,6762,1
1102,420,4816.545,3442,6496,1
1103,293,4413.123,3383,5983,1
1104,379,4897.063,3388,6633,1
1105,326,4301.043,3387,5563,1
1106,300,4536.857,3386,5872,1
1107,491,7968.695,3385,11464,1
1108,301,4748.708,3389,6697,1
1109,278,4553.777,3384,6253,1
1110,482,5958.189,3447,8648,1
1111,316,5143.854,3391,6757,1
1112,496,4774.448,3404,5846,1
1113,296,4776.355,3404,6071,1
1114,285,5009.646,3388,6701,1
1115,487,5504.832,3382,8470,1
1116,299,4750.977,3406,6382,1
1117,288,5313.146,3409,6984,1
1118,308,3974.169,3388,4681,1
1119,343,4691.306,3387,6593,1
1120,471,5946.002,3395,8122,1
1121,361,5554.136,3425,7841,1
1122,311,4132.643,3382,5293,1
1123,351,4261.886,3386,5709,1
1124,426,6826.556,3390,9707,1
1125,279,3958.108,3382,5091,1
1126,312,5958.721,3444,8129,1
1127,284,4798.426,3390,6348,1
1128,338,4171.879,3385,5213,1
1129,268,3858.526,3384,4839,1
1130,314,4416.602,3401,6040,1
1131,351,4634.903,3383,6004,1
1132,412,5072.806,3387,6874,1
1133,298,4392.238,3393,5900,1
1134,381,4874.698,3394,6580,1
1135,418,6938.548,3390,10314,1
1136,309,4613.071,3388,6358,1
1137,341,4699.721,3406,6212,1
1138,303,4487.165,3383,5789,1
1139,357,5342.462,3385,7431,1
1140,320,4051.825,3399,5128,1
1141,330,5991.906,3389,8984,1
1142,366,4939.273,3392,7121,1
1143,295,3905.441,3384,4858,1
1144,273,5185.469,3388,7197,1
1145,423,4600.719,3394,6081,1
1146,318,4565.377,3382,5896,1
1147,306,4549.003,3383,5716,1
1148,405,5114.370,3388,6776,1
1149,330,4532.545,3392,5903,1
1150,371,4434.402,3384,6055,1
1151,354,5429.862,3386,7539,1
1152,428,4657.301,3387,6453,1
1153,325,4826.215,3387,6450,1
1154,333,4584.396,3393,5723,1
1155,245,3712.665,3384,4305,1
1156,316,4420.184,3384,5497,1
1157,488,6232.182,3394,8579,1
1158,288,5004.927,3400,6577,1
1159,391,4924.292,3391,6756,1
1160,323,4269.359,3384,5442,1
1161,456,6829.623,3397,12301,1
1162,357,4533.874,3386,5756,1
1163,353,4421.807,3401,5384,1
1164,425,4575.666,3388,6086,1
1165,419,4555.375,3400,7087,1
1166,334,4800.530,3384,6520,1
1167,301,4479.817,3384,5874,1
1168,309,4565.602,3382,5902,1
1169,304,3701.763,3383,4736,1
1170,307,4405.961,3389,5825,1
1171,356,4778.596,3414,6659,1
1172,365,4707.077,3391,6791,1
1173,494,4932.496,3391,6972,1
1174,337,4462.445,3384,5992,1
1175,441,4592.637,3383,5818,1
1176,299,4971.538,3443,7525,1
1177,282,4142.025,3383,5365,1
1178,296,5189.514,3385,7181,1
1179,308,4676.276,3384,6160,1
1180,382,4236.246,3384,5383,1
1181,303,4812.766,3422,6687,1
1182,316,4811.225,3385,6521,1
1183,481,8035.505,3391,16459,1
1184,440,5537.730,3386,7554,1
1185,368,4492.758,3386,5788,1
1186,386,4440.326,3387,5636,1
1187,330,4110.570,3390,5141,1
1188,414,5230.411,3395,6886,1
1189,313,4443.454,3388,5621,1
1190,326,6820.291,3456,10359,1
1191,378,5344.426,3422,7348,1
1192,293,5069.543,3418,6997,1
1193,368,4316.978,3400,5464,1
1194,221,8406.914,3432,15188,1
1195,310,4436.765,3393,5489,1
1196,435,5028.786,3382,6648,1
1197,394,4759.459,3383,6325,1
1198,367,5304.815,3386,6979,1
1199,304,5040.974,3405,6584,1
1200,376,4776.620,3412,6870,1
1201,449,5748.784,3453,7915,1
1202,227,8308.881,3431,13712,1
1203,480,6061.083,3412,8025,1
1204,319,4821.100,3409,6237,1
1205,313,4518.045,3383,6186,1
1206,351,4664.584,3387,6338,1
1207,366,4689.503,3386,6696,1
1208,319,6233.273,3416,9075,1
1209,425,6280.993,3408,8493,1
1210,334,5763.296,3386,8036,1
1211,316,4856.241,3384,6812,1
1212,320,4646.816,3387,6035,1
1213,338,5749.541,3388,7848,1
1214,328,4207.674,3410,5456,1
1215,280,5265.625,3393,7152,1
1216,313,5322.537,3397,7360,1
1217,317,6146.426,3393,8178,1
1218,306,5032.500,3382,6440,1
1219,454,5363.308,3404,6998,1
1220,394,8182.353,3423,16044,1
1221,366,4776.336,3387,6189,1
1222,296,4538.186,3393,5767,1
1223,382,5495.602,3384,7689,1
1224,297,4978.747,3415,6700,1
1225,347,6216.202,3514,8855,1
1226,313,6295.962,3389,8641,1
1227,291,6890.351,3406,10757,1
1228,346,5111.968,3382,6554,1
1229,342,4995.529,3382,6809,1
1230,366,4947.098,3397,6997,1
1231,315,5000.356,3384,6636,1
1232,357,4474.255,3384,5652,1
1233,446,6528.229,3388,9345,1
1234,445,6821.885,3397,10008,1
1235,353,4756.960,3383,5793,1
1236,287,6974.767,3382,10905,1
1237,306,4461.160,3391,5607,1
1238,431,8619.028,3384,14697,1
1239,417,6914.930,3399,9998,1
1240,344,4906.230,3384,6256,1
1241,395,4783.086,3389,6486,1
1242,401,4698.564,3411,5977,1
1243,425,5726.134,3384,8452,1
1244,452,6168.615,3409,9150,1
1245,175,9233.914,3386,17750,1
1246,411,6262.964,3418,8963,1
1247,494,6960.931,3406,9455,1
1248,295,5516.190,3423,7734,1
1249,368,4672.117,3420,5907,1
1250,336,5093.193,3389,7220,1
1251,333,6143.411,3384,8698,1
1252,422,4628.498,3388,6031,1
1253,389,4664.514,3406,6326,1
1254,348,4262.489,3399,5463,1
1255,447,6548.631,3408,9076,1
1256,335,5242.081,3397,7179,1
1257,313,5348.700,3396,7251,1
1258,469,6396.226,3382,8879,1
1259,483,7239.669,3427,9868,1
1260,377,10666.589,3415,22947,1
1261,347,4912.816,3410,6330,1
1262,490,6986.676,3454,9564,1
1263,339,5204.065,3404,6931,1
1264,355,4854.507,3413,6246,1
1265,438,8076.920,3395,12834,1
1266,362,4746.638,3391,6496,1
1267,315,5384.552,3387,7519,1
1268,353,4465.550,3384,5706,1
1269,326,5095.617,3383,6800,1
1270,359,5057.554,3403,7133,1
1271,450,6031.807,3387,8097,1
1272,499,7218.926,3397,11400,1
1273,394,5987.231,3400,8657,1
1274,374,4699.503,3388,5897,1
1275,202,10377.693,3396,22517,1
1276,213,9697.061,3411,19975,1
1277,365,4750.008,3395,6961,1
1278,484,7543.469,3389,10929,1
1279,415,8868.742,3384,17616,1
1280,386,5952.391,3390,8245,1
1281,319,5134.116,3388,6924,1
1282,349,5524.364,3383,7706,1
1283,419,5073.372,3434,6209,1
1284,410,4111.451,3382,4998,1
1285,372,4463.978,3392,5815,1
1286,393,4474.613,3421,5689,1
1287,312,5368.577,3403,7375,1
1288,321,5238.277,3386,6940,1
1289,424,5573.804,3389,8051,1
1290,251,7077.538,3405,10386,1
1291,353,5466.688,3400,7541,1
1292,352,5022.395,3408,6411,1
1293,325,5189.225,3401,6929,1
1294,377,4279.326,3382,5605,1
1295,267,6579.187,3389,9380,1
1296,395,4838.367,3414,6292,1
1297,414,5238.507,3396,6996,1
1298,390,4669.059,3383,6321,1
1299,414,4848.145,3389,6521,1
1300,279,6232.423,3384,9994,1
1301,298,5825.728,3384,8568,1
1302,394,4287.538,3382,5957,1
1303,379,4507.351,3392,5679,1
1304,277,6498.094,3397,9772,1
1305,347,4890.513,3392,6323,1
1306,355,4789.073,3385,6399,1
1307,349,4767.908,3391,5998,1
1308,404,5820.431,3387,8167,1
1309,405,4753.854,3384,6113,1
1310,399,4991.441,3386,7095,1
1311,395,4201.428,3387,5569,1
1312,406,5307.995,3425,6846,1
1313,334,5117.796,3383,6759,1
1314,395,5383.861,3382,7314,1
1315,394,6807.896,3433,9364,1
1316,358,5288.302,3394,7113,1
1317,376,4313.832,3394,5814,1
1318,384,4531.859,3392,5509,1
1319,390,4454.877,3384,5705,1
1320,414,4999.785,3384,6726,1
1321,371,4759.019,3383,6262,1
1322,482,7223.898,3382,10503,1
1323,490,7653.008,3399,11252,1
1324,331,5271.012,3383,6960,1
1325,345,5076.672,3395,7000,1
1326,374,11867.775,3385,26830,1
1327,361,5247.313,3382,7339,1
1328,359,4384.226,3384,5955,1
1329,398,9405.621,3390,16909,1
1330,332,5629.861,3426,7941,1
1331,484,7285.401,3394,11875,1
1332,342,5121.696,3384,6633,1
1333,351,4989.379,3388,6545,1
1334,354,5304.960,3407,6613,1
1335,461,5624.549,3429,8370,1
1336,492,5651.496,3411,7880,1
1337,311,4230.752,3386,6742,1
1338,329,5883.085,3386,8095,1
1339,355,4223.651,3385,5211,1
1340,346,4958.425,3389,7001,1
1341,428,7125.972,3382,10153,1
1342,351,5310.741,3387,7574,1
1343,341,5552.812,3398,7374,1
1344,373,4258.984,3389,5448,1
1345,468,6176.470,3454,8528,1
1346,341,5221.871,3396,7343,1
1347,399,6134.404,3388,8135,1
1348,364,4609.964,3387,6465,1
1349,447,5509.823,3386,8185,1
1350,480,4736.685,3400,6306,1
1351,360,5172.800,3408,7049,1
1352,459,6477.725,3432,8924,1
1353,368,5193.997,3391,6433,1
1354,404,4591.869,3382,5985,1
1355,427,6619.956,3386,9579,1
1356,382,4436.529,3397,5424,1
1357,341,5718.135,3385,7989,1
1358,488,5574.596,3403,7333,1
1359,352,5074.628,3386,6552,1
1360,330,5998.470,3392,9099,1
1361,379,4454.493,3385,5796,1
1362,421,4349.245,3387,5526,1
1363,396,5075.641,3403,6687,1
1364,370,5344.654,3388,7206,1
1365,500,4634.694,3426,6385,1
1366,429,6044.660,3419,8234,1
1367,364,5428.670,3448,7132,1
1368,384,4644.284,3384,6427,1
1369,394,5271.312,3387,7442,1
1370,343,5291.216,3402,7186,1
1371,400,4691.177,3387,6379,1
1372,373,4438.952,3384,6014,1
1373,311,5493.084,3409,8078,1
1374,382,4926.353,3419,6683,1
1375,406,4886.032,3384,6300,1
1376,477,5137.774,3395,7016,1
1377,387,5192.313,3385,7642,1
1378,379,5171.404,3383,7802,1
1379,436,4580.122,3385,6787,1
1380,408,4720.191,3382,6807,1
1381,398,5226.329,3383,7021,1
1382,326,5832.546,3402,7923,1
1383,377,5259.236,3410,6923,1
1384,450,5257.093,3399,6627,1
1385,267,7225.633,3395,11573,1
1386,321,5802.502,3389,7955,1
1387,396,4760.093,3398,6353,1
1388,394,4716.299,3412,6859,1
1389,439,5107.576,3389,7130,1
1390,357,5410.193,3407,7133,1
1391,398,4979.646,3386,6656,1
1392,431,5576.053,3408,7730,1
1393,419,4572.415,3382,5688,1
1394,377,4647.764,3388,6013,1
1395,361,5619.208,3395,7325,1
1396,394,5030.383,3387,6617,1
1397,280,6679.050,3404,10546,1
1398,245,7820.347,3415,11620,1
1399,406,4931.877,3395,6594,1
1400,237,8325.030,3410,13934,1
1401,367,4746.896,3395,6218,1
1402,385,4973.291,3393,6476,1
1403,382,4891.634,3417,6592,1
1404,413,4502.479,3395,6086,1
1405,362,5710.268,3393,7746,1
1406,330,5239.706,3444,6878,1
1407,292,5919.247,3402,8190,1
1408,380,5510.063,3393,7395,1
1409,376,4408.255,3395,5722,1
1410,410,4803.763,3400,6627,1
1411,471,5377.291,3445,7531,1
1412,252,7902.020,3396,12058,1
1413,483,8471.656,3385,19178,1
1414,421,5151.998,3389,6666,1
1415,303,5644.944,3398,7937,1
1416,338,5157.337,3433,6728,1
1417,291,6155.608,3397,10026,1
